Project_ID,Project_Name,Ministry,Sector,State,Start_Date,Target_DOC,Original_Cost_Cr,Cumulative_Expenditure_Cr,Physical_Progress_Pct,Expenditure_Pct_of_Original_Cost,Revised_Cost_Cr,Cost_Overrun_Cr,Cost_Overrun_Pct,Cost_Overrun_Flag,Revised_DOC,Time_Overrun_Days,Time_Overrun_Months,Time_Overrun_Flag
618863,Barhi-Koderma Section of NH31 km 0.00 - km 27.5 (National Highways Authority of India [NHAI]) (618863) (-) (10618),Ministry of Road Transport & Highways,Roads & Highways,Jharkhand,11/1/2019,8/1/2024,662.44,510.72,98.5,77.0968,826.59,164.15,24.7796,1,6/1/2026,669,21.98,1
618864,4L from Mathura Bypass Start at Existing Km. 154.20 of NH-44 to Gaju Village at Km 32.982 of NH-530B Pkg-IB (National Highways Authority of India [NHAI]) (618864) (N24001851) (10619),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,3/1/2023,3/1/2025,1722.11,1050.08,100,60.9764,1820.77,98.66,5.729,1,7/1/2026,487,16,1
618865,4L from Gaju Village at Km. 32.982 to Devinagar Bypass End at Km. 208.000 of NH- 530B Pkg-1C. (National Highways Authority of India [NHAI]) (618865) (N24001730) (10620),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,1/1/2023,1/1/2025,1384.79,823.04,99.99,59.4343,1496.44,111.65,8.0626,1,,,,
618866,"Four Lane Highway from Chandan Nagar Existing Km. 59.025 of NH 530B/Design Km. 179.5000 to Bareilly BypassStartExisting Km. 59.025 of NH 530B/Design Km. 218.000 Section of NH 530B, in the State of Uttar Pradesh on HAM Mode under NH0 (National Highways Authority of India [NHAI]) (618866) (-) (10621)",Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,11/1/2025,11/1/2027,2077,305.32,22,14.7,1112.44,-964.56,-46.4401,0,11/1/2027,0,0,0
618867,4L Kasganj-Badaun Section from Km. 123.100 to Km. 179.500 Pkg-III of NH530B (National Highways Authority of India [NHAI]) (618867) (-) (10622),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,5/1/2025,5/1/2027,2009.11,194.38,32.95,9.6749,1936.61,-72.5,-3.6086,0,12/1/2027,214,7.03,1
618868,4L from Devinagar Bypass End Existing Km. 208.000 of NH 530B/Design Km. 66.000 to Kasganj Bypass End Existing Km.150.100 of NH 530B/ Design Km. 123.100 of NH 530B (National Highways Authority of India [NHAI]) (618868) (-) (10623),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,6/1/2024,6/1/2026,2289.52,486.69,68.4,21.2573,2223.71,-65.81,-2.8744,0,12/1/2026,183,6.01,1
618869,"Construction of 4/6 lane Highway of Southern Bareilly Bypass, starting at Ch. 237000 of NH 530 near Jhumka chauraha, Dhantiya village and ending at Ch. 267000 of NH 30 near Invertis University including Trumpet Interchange (National Highways Authority of India [NHAI]) (618869) (-) (-)",Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,12/1/2025,6/1/2028,1122.02,169.77,13,15.1307,1869.59,747.57,66.6272,1,6/1/2028,0,0,0
618870,4L PS from near Hemmige Village Periyapatna - Hassan Road Jn. to near Hunsur - KR Nagar Jn section from Km. 144.900 to Km. 169.000 of NH-275 Pkg. III (National Highways Authority of India [NHAI]) (618870) (-) (10624),Ministry of Road Transport & Highways,Roads & Highways,Karnataka,4/1/2025,4/1/2027,883.62,61.61,21.79,6.9725,1726.65,843.03,95.4064,1,7/1/2028,457,15.01,1
618871,4L PS from Near Guddehosur to Start of Kushalnagara Bypass to near Hemmige Village Periyapatna - Hassan Road Jn from Km. 122.200 to Km. 144.900 of NH-275 Pkg. II (National Highways Authority of India [NHAI]) (618871) (-) (10625),Ministry of Road Transport & Highways,Roads & Highways,Karnataka,12/1/2025,12/1/2027,909.86,33.14,9.85,3.6423,896.42,-13.44,-1.4772,0,11/1/2028,336,11.04,1
618872,4L PS from near Hunsur - KR Nagar Junction to near Yalachahalli village KR Nagara - Yelawala Road Junction fcrom Km 169.000 to Km 195.550 of NH-275 Pkg-IV (National Highways Authority of India [NHAI]) (618872) (-) (10626),Ministry of Road Transport & Highways,Roads & Highways,Karnataka,4/1/2025,4/1/2027,1062.76,93.27,16.33,8.7762,952.03,-110.73,-10.4191,0,9/1/2028,519,17.05,1
618873,4L PS from near Yalachahalli village KR Nagara - Yelawala Road junction to Srirangapatna Bypass Near Paschima Vahini from km 195.550 to Km 214.535 of NH- 275 Pkg-V (National Highways Authority of India [NHAI]) (618873) (-) (10627),Ministry of Road Transport & Highways,Roads & Highways,Karnataka,4/1/2025,4/1/2027,1272.71,97.85,15.84,7.6883,1203.2,-69.51,-5.4616,0,10/1/2028,549,18.04,1
618874,Four Laning of Trichy - Dindigul from km. 333.00 to km. 421.273 of NH-45 (National Highways Authority of India [NHAI]) (618874) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,1/1/2008,7/1/2010,1003.11,9.74,100,0.971,435.81,-567.3,-56.5541,0,6/1/2026,5814,191.01,1
618875,4L of Haridwar Nagina section Design Ch. LME from km 13.829 to km 17.110 & km 26.077 to km 27.508 and Design Ch. RME from km 13.839 to km 17.120 & km 26.078 to km 27.509 of EUP mitigation measures on NH74 (National Highways Authority of India [NHAI]) (618875) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Uttarakhand,8/1/2022,2/1/2024,183.92,113.06,70.42,61.4724,142.11,-41.81,-22.7327,0,12/1/2026,1034,33.97,1
618878,Rehabilitation and Upgradation to 4L configuration & Strengthening of Sihuni to Rajol from Km 51.000 to Km 72.000 of NH-154 Package-IIA (National Highways Authority of India [NHAI]) (618878) (N24002050) (10630),Ministry of Road Transport & Highways,Roads & Highways,Himachal Pradesh,9/1/2023,9/1/2025,696.65,318.1,98.24,45.6614,776.59,79.94,11.4749,1,6/1/2026,273,8.97,1
618879,Rehabilitation and Upgradation to 2L PS configuration & Strengthening of Padhar to Bijni section from Km 180.000 to Km 202.815 of NH-154 Pkg-VA (National Highways Authority of India [NHAI]) (618879) (-) (10631),Ministry of Road Transport & Highways,Roads & Highways,Himachal Pradesh,11/1/2024,11/1/2026,930.86,370.19,94.83,39.7686,930.86,0,0,0,11/1/2026,0,0,0
618880,Rehabilitation and Up-gradation to 4L configuration & Strengthening of Thanpuri to Paror section from Km 85.135 to Km 100.840 of NH-154 Pkg-IIC (National Highways Authority of India [NHAI]) (618880) (-) (10632),Ministry of Road Transport & Highways,Roads & Highways,Himachal Pradesh,3/1/2024,12/1/2025,815.68,218.66,54.22,26.8071,666.79,-148.89,-18.2535,0,4/1/2027,486,15.97,1
618881,4L PS bijni to mandi section from Km 202.815 to Km 208.000 of NH-20 New NH-154 of Pathankot-Mandi Package-VB (National Highways Authority of India [NHAI]) (618881) (-) (10633),Ministry of Road Transport & Highways,Roads & Highways,Himachal Pradesh,3/1/2025,9/1/2027,1113.02,398.71,31.09,35.8224,1112.39,-0.63,-0.0566,0,9/1/2027,0,0,0
618882,Construction of additional 3-Lane Bridge over River Ganga for connection between Buxar and Bharauli on NH-922 in the State of Uttar Pradesh and Bihar on Hybrid Annuity Mode (National Highways Authority of India [NHAI]) (618882) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Bihar, Uttar Pradesh)",8/1/2025,2/1/2028,531.61,36.75,17.62,6.913,444.92,-86.69,-16.3071,0,2/1/2028,0,0,0
618883,Construction of Four Lane Highway form Ghazipur- Ballia-UP/Bihar State Border Greenfield section of NH-31 Package I [from Hridaipur km 0.000 to Shahapur km 42.500] on EPC Mode in the state of Uttar Pradesh. (National Highways Authority of India [NHAI]) (618883) (N24002086) (10634),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,7/1/2023,7/1/2025,1706.47,866.24,100,50.7621,1579.59,-126.88,-7.4352,0,6/1/2026,335,11.01,1
618884,Construction of Four Lane Highway from Ghazipur- Ballia-UP/Bihar State Border Greenfield section of NH-31 Package II [from Shahapur km 42.500 to Pindari km 78.150] on EPC Mode in the state of Uttar Pradesh. (National Highways Authority of India [NHAI]) (618884) (N24002087) (10635),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,10/1/2023,10/1/2025,1493.65,727.02,96.29,48.6741,1311.44,-182.21,-12.199,0,7/1/2026,273,8.97,1
618885,Construction of Four Lane Highway from Ghazipur- Ballia-UP/Bihar State Border Greenfield section of NH-31 Package IV [from Buxur Spur of length km 17.270 on EPC Mode in the state of Uttar Pradesh. (National Highways Authority of India [NHAI]) (618885) (N24002089) (10636),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,6/1/2023,6/1/2025,617.88,249.49,91.1,40.3784,549.02,-68.86,-11.1446,0,7/1/2026,395,12.98,1
618886,Road Safety Improvement of Critical Junctions on MuzaffarnagarHaridwar Section of NH-334 from Km 143000 to Km 196000 (National Highways Authority of India [NHAI]) (618886) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Uttar Pradesh, Uttarakhand)",10/1/2025,10/1/2027,238.66,20.2,16.4,8.4639,0.1,-238.56,-99.9581,0,10/1/2027,0,0,0
618887,4L of Bettadahalli- Shivamogga section from Km.170.415 to km. 226.750 of NH-206 Tumkur- Shivamogga Pkg-IV (National Highways Authority of India [NHAI]) (618887) (N24001687) (10637),Ministry of Road Transport & Highways,Roads & Highways,Karnataka,10/1/2021,10/1/2023,2082.98,865.76,83.36,41.5635,2545.11,462.13,22.186,1,3/1/2027,1247,40.97,1
618888,Rehabilitation and Up-gradation of existing road to 2L PS from End of Hamirpur Bypass near Chilbahal to Bhangbar section from Km. 138.295 to Km.175.270 of NH- 88 Pkg-IV (National Highways Authority of India [NHAI]) (618888) (N24002052) (10638),Ministry of Road Transport & Highways,Roads & Highways,Himachal Pradesh,4/1/2023,4/1/2025,1146.19,293.56,93.05,25.6118,1358.62,212.43,18.5336,1,7/1/2026,456,14.98,1
618889,"4L of Bhangbar Near Ranital to Kangra Bypass Section of Old NH-88 New NH- 303,503 up to Intersection with NH-154 from Km 175.270 to Km 193.400 Pkg-VB (National Highways Authority of India [NHAI]) (618889) (N24001808) (10639)",Ministry of Road Transport & Highways,Roads & Highways,Himachal Pradesh,12/1/2022,12/1/2024,1322.95,878.58,97.45,66.4107,1829.49,506.54,38.2887,1,6/1/2026,547,17.97,1
618890,2L PS of Hamirpur Bypass from Km 121.175 to Km.138.295 of NH-103&3 (National Highways Authority of India [NHAI]) (618890) (N24002051) (10640),Ministry of Road Transport & Highways,Roads & Highways,Himachal Pradesh,10/1/2023,10/1/2025,739.39,233.46,92.8,31.5747,754.82,15.43,2.0869,1,9/1/2026,335,11.01,1
618891,4L PS from Kalar Bala Village to Nauni Chowk of NH 205 from Km 41.000 to Km 58.450 (National Highways Authority of India [NHAI]) (618891) (-) (10641),Ministry of Road Transport & Highways,Roads & Highways,Himachal Pradesh,5/1/2025,5/1/2027,1244.43,94.67,22.24,7.6075,786.91,-457.52,-36.7654,0,9/1/2027,123,4.04,1
618893,Varanasi Gorakhpur Section Packege IV from km. 149.540 to km. 215.160 Mau- Gorakhpur (National Highways Authority of India [NHAI]) (618893) (-) (10642),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,4/1/2017,10/1/2019,2966.63,866.7,97.35,29.215,3475.65,509.02,17.1582,1,8/1/2026,2496,82,1
618894,4L of Madathukulam - Pollachi from km. 74.38 to km. 116.95 of old NH-209 New NH- 83 (National Highways Authority of India [NHAI]) (618894) (N24001602) (10643),Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,12/1/2020,12/1/2022,1772.13,499.66,95.52,28.1954,1772.13,0,0,0,7/1/2026,1308,42.97,1
618895,Kamalapuram to Oddanchatram from km. 0.00 to km. 35.822 (National Highways Authority of India [NHAI]) (618895) (N24001601) (10644),Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,1/1/2021,1/1/2023,1319.42,417.73,92,31.6601,1319.42,0,0,0,8/1/2026,1308,42.97,1
618896,4L of Sannur to Bikarnakatte section from Km 691.350 to Km 736.362 of NH-169 Karkala - Mangalore Package-III (National Highways Authority of India [NHAI]) (618896) (N24001680) (10645),Ministry of Road Transport & Highways,Roads & Highways,Karnataka,10/1/2022,10/1/2024,1386.41,976.79,70.41,70.4546,2038.71,652.3,47.0496,1,4/1/2027,912,29.96,1
618897,4L of Sethiyathope -Cholapuram section from Km. 65.960 to Km. 116.440 section of NH45 C Pkg-II (National Highways Authority of India [NHAI]) (618897) (N24000708) (10646),Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,8/1/2018,8/1/2020,2356.19,1011.39,100,42.9248,2356.9,0.71,0.0301,1,4/1/2026,2069,67.98,1
618898,Balance Works for Four laning of Vikravandi to Sethiyathope section from Km 0.0 to Km 65.96 of NH-45C in Tamil Nadu under NHDP Phase-IV on EPC mode (National Highways Authority of India [NHAI]) (618898) (-) (10647),Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,6/1/2025,6/1/2027,1163.17,199.66,29.72,17.1652,834.46,-328.71,-28.2598,0,6/1/2027,0,0,0
618899,Kallagam km.38.700 to Meensurutti Km.98.433 of NH-227 in Tamil Nadu (National Highways Authority of India [NHAI]) (618899) (-) (10648),Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,4/1/2019,4/1/2021,1499.12,685.7,100,45.7402,1499.12,0,0,0,6/1/2026,1887,62,1
618901,4L PS Divided Carriageway from Patan Near Rajpur to Gojariya From Km 52.000 to Km 128.940 of NH-68 (National Highways Authority of India [NHAI]) (618901) (-) (10650),Ministry of Road Transport & Highways,Roads & Highways,Gujarat,3/1/2023,3/1/2025,1181.34,918.87,86.2,77.782,1098.23,-83.11,-7.0352,0,10/1/2026,579,19.02,1
618902,Maheshkunt-Saharsa-Purnea Pkg I km 0.00 to km. 90.00 of NH-107 (National Highways Authority of India [NHAI]) (618902) (N24000723) (10651),Ministry of Road Transport & Highways,Roads & Highways,Bihar,12/1/2019,12/1/2021,662.44,933.08,88.38,140.855,1311.22,648.78,97.9379,1,9/1/2026,1735,57,1
618903,Maheshkunt -Saharsa-Purnea Pkg II (National Highways Authority of India [NHAI]) (618903) (N24000665) (10652),Ministry of Road Transport & Highways,Roads & Highways,Bihar,12/1/2018,12/1/2020,1028.28,831.69,91.03,80.8817,1244.09,215.81,20.9875,1,9/1/2026,2100,68.99,1
618904,Chhapra - Hajipur from km. 143.200 to km. 209.200 (National Highways Authority of India [NHAI]) (618904) (N24000187) (10653),Ministry of Road Transport & Highways,Roads & Highways,Bihar,1/1/2011,7/1/2013,2127.86,98.07,89.81,4.6089,2171.6,43.74,2.0556,1,4/1/2026,4657,153,1
618905,Widening with additional 3L abetting Chhapra Bypass Section of NH-19 from Km. 143.200 to Km. 159.255 Pkg-1 (National Highways Authority of India [NHAI]) (618905) (-) (10654),Ministry of Road Transport & Highways,Roads & Highways,Bihar,8/1/2024,8/1/2026,470.5,250.42,68.43,53.2242,528.48,57.98,12.3231,1,8/1/2026,0,0,0
618906,4L of Amritsar-Ghoman - Tanda - Una Section from Km 8.270 to Km 54.000 of NH- 503A Package-I (National Highways Authority of India [NHAI]) (618906) (N24001643) (10655),Ministry of Road Transport & Highways,Roads & Highways,Punjab,6/1/2022,6/1/2024,857.91,517.35,67.9,60.3035,1443.47,585.56,68.2542,1,3/1/2027,1003,32.95,1
618907,2L/4L of Hoshiarpur to Una section including Hoshiarpur Bypass of NH 503A (National Highways Authority of India [NHAI]) (618907) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Himachal Pradesh, Punjab)",5/1/2025,5/1/2027,571.34,66.37,25.73,11.6166,481.88,-89.46,-15.6579,0,5/1/2027,0,0,0
618908,3L Major Bridge over River Brahmani at Km. 401.250 Duburi - Chandikhole Section of NH-200 New NH -53 (National Highways Authority of India [NHAI]) (618908) (N24002081) (-),Ministry of Road Transport & Highways,Roads & Highways,Odisha,8/1/2022,1/1/2025,153.61,73.59,38,47.907,103.68,-49.93,-32.5044,0,9/1/2027,973,31.97,1
618909,2L PS of JH / WB Border km. 70.524 - Purulia km.84.400 & Purulia km. 94.30 - Chandil Junction with NH-33 km. 153.705 of Old NH-32 (National Highways Authority of India [NHAI]) (618909) (N24000788) (10656),Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Jharkhand, West Bengal)",12/1/2019,8/1/2022,1652.4,749.49,97.4,45.3577,1771.88,119.48,7.2307,1,10/1/2026,1522,50,1
618910,4L of Purulia Bypass section from Km 84.030 to Km 94.345 of NH-32 (National Highways Authority of India [NHAI]) (618910) (N24001749) (10657),Ministry of Road Transport & Highways,Roads & Highways,West Bengal,2/1/2022,8/1/2023,557.55,468.78,94.12,84.0786,562.57,5.02,0.9004,1,9/1/2026,1127,37.03,1
618911,4L Greenfield Western Side spur of Rampur-Rudrapur Section from Km 0.000 to Km 13.700 connecting NH-24 to NH-87 bypassing rampur town (National Highways Authority of India [NHAI]) (618911) (N24002090) (10658),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,5/1/2023,11/1/2024,646.27,168.56,63.79,26.082,637.83,-8.44,-1.306,0,2/1/2027,822,27.01,1
618912,Construction of Rudrapur Bypass Section from Km. 0.000 to 20.640 in the state of Uttar Pradesh & Uttarakhand (National Highways Authority of India [NHAI]) (618912) (-) (10659),Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Uttar Pradesh, Uttarakhand)",1/1/2024,1/1/2026,1051.73,665.1,99.1,63.2387,1117.17,65.44,6.2221,1,5/1/2026,120,3.94,1
618913,4-L of Rajamunda to Barkote Section of NH-23 from km. 287.200 to km. 337.185 (National Highways Authority of India [NHAI]) (618913) (N24000739) (10660),Ministry of Road Transport & Highways,Roads & Highways,Odisha,12/1/2018,6/1/2021,609.63,114.77,96.52,18.8262,630.97,21.34,3.5005,1,12/1/2024,1279,42.02,1
618914,"4L Elevated Corridor and at-grade improvements from Design Ch0000 to Design Ch 19870 of Danapur Bihta Section, Design Ch0000 to Design Ch0231 connecting the existing RoB near Danapur station ,1.35 Km ramps and at-grade improvements to 4- lane section on Danapur side and Upgradation of existing Two lane carriageway to Four Lane carriageway from Design Ch19870 to Design Ch23500 of Bihta - Koilwar section (National Highways Authority of India [NHAI]) (618914) (-) (10661)",Ministry of Road Transport & Highways,Roads & Highways,Bihar,3/1/2024,9/1/2026,4432.97,1444.1,58.88,32.5764,2625.4,-1807.57,-40.7756,0,8/1/2027,334,10.97,1
618915,4L of Bal. works of Patna - Gaya -Dobhi Pkg-II from km. 39.00 to km. 83.00 of Old NH- 83 (National Highways Authority of India [NHAI]) (618915) (N24001304) (10662),Ministry of Road Transport & Highways,Roads & Highways,Bihar,11/1/2020,11/1/2022,1637.29,728.91,89.01,44.5193,777.2,-860.09,-52.5313,0,5/1/2025,912,29.96,1
618916,4L of Bal. works of Patna - Gaya -Dobhi Pkg-III from km. 83.00 to km. 127.217 of Old NH-83 (National Highways Authority of India [NHAI]) (618916) (N24001305) (10663),Ministry of Road Transport & Highways,Roads & Highways,Bihar,11/1/2020,11/1/2022,1077.46,774.78,92,71.908,799.7,-277.76,-25.7791,0,5/1/2025,912,29.96,1
618917,4L Greenfield starting from NH-30 near Saristabad Patna to Nathupur Project end point of Patna-Gaya-Dobhi Section of NH-83 (National Highways Authority of India [NHAI]) (618917) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Bihar,3/1/2024,8/1/2025,488.24,101.05,80.83,20.6968,419.66,-68.58,-14.0464,0,10/1/2026,426,14,1
618919,4L PS from Mandlem Existing Km. 38.000/Design Km.30.600 to Atmakur Existing Km.73.000/Design Km 66.115 of NH340C Package2 (National Highways Authority of India [NHAI]) (618919) (N24001984) (10665),Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,11/1/2023,11/1/2025,887.28,374.39,99.94,42.1952,913.03,25.75,2.9021,1,,,,
618920,Access Controlled Highway of 4 Lane with Paved Shoulders from TN/AP Border Design Chainage Km 6151 to Puttur Design Chainage Km 81540 of NH-716 & 6 Lane with Paved Shoulders from Mallavaram to Renigunta (National Highways Authority of India [NHAI]) (618920) (-) (10666),Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,12/1/2024,12/1/2026,1346.82,171.28,36.49,12.7174,1260.37,-86.45,-6.4188,0,3/1/2027,90,2.96,1
618921,4L of Kathlighat to Shakral Village from Km 128.835 to Km 146.300 of NH- 5 Shimla Bypass - Pkg I (National Highways Authority of India [NHAI]) (618921) (N24002049) (10667),Ministry of Road Transport & Highways,Roads & Highways,Himachal Pradesh,4/1/2023,4/1/2026,1703.48,980.97,53.81,57.5862,2648.8,945.32,55.4935,1,12/1/2027,609,20.01,1
618922,4L of Shakral Village to Dhalli Section from Km 146.300 to Km 156.560 Shimla Bypass - Pkg II and Shimla connectivity from Km 0.000 to Km 0.725 of NH-5 (National Highways Authority of India [NHAI]) (618922) (-) (10668),Ministry of Road Transport & Highways,Roads & Highways,Himachal Pradesh,3/1/2024,3/1/2027,1956.26,1265.52,63.17,64.6908,2880.72,924.46,47.2565,1,12/1/2027,275,9.03,1
618923,4L Behsuma at Km 39.250 Ex. Km 39240 To Bijnor at Km 78.810 Ex. Km 86590 Design Length 39.560 Km of NH-119 Pkg-II (National Highways Authority of India [NHAI]) (618923) (-) (10669),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,5/1/2024,5/1/2026,2158.2,705.65,66.81,32.6962,2553.12,394.92,18.2986,1,12/1/2026,214,7.03,1
618924,2L PS of Najibabad Kotdwar section from 112.575 to Km. 138.635 of NH 119 (National Highways Authority of India [NHAI]) (618924) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,3/1/2024,9/1/2025,188.87,33.72,55.9,17.8536,99.2,-89.67,-47.4771,0,10/1/2026,395,12.98,1
618925,Bijnor-Kotawali (National Highways Authority of India [NHAI]) (618925) (N24001738) (-),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,11/1/2021,5/1/2023,300.58,265.09,99.01,88.1928,334.48,33.9,11.2782,1,6/1/2026,1127,37.03,1
618926,4L of Siwan- Masrakh section of Ram Janki Marg from Km 230.385 to Km 281.391 of NH-227A (National Highways Authority of India [NHAI]) (618926) (-) (10670),Ministry of Road Transport & Highways,Roads & Highways,Bihar,11/1/2024,11/1/2026,1431.36,190.78,10.08,13.3286,1927.04,495.68,34.63,1,11/1/2028,731,24.02,1
618927,4L of Moradabad-Thakurdwara-Kashipur Section from Km. 0.000 to Km. 38.77 of NH- 734 Pkg-II (National Highways Authority of India [NHAI]) (618927) (-) (10671),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,3/1/2024,3/1/2026,2006.82,919.25,49.64,45.8063,1890.05,-116.77,-5.8187,0,6/1/2027,457,15.01,1
618928,"Improvement & Up-gradation of NH-734 Section of Moradabad-Thakurdwara Kashipur including Moradabad & Kashipur Bypasse Package-III Kashipur Bypass Length 14.490 Km., Starts from Ch. 38770 and ends at Ch. 53260 existing Ch. 05560 (National Highways Authority of India [NHAI]) (618928) (N24002093) (10672)",Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Uttar Pradesh, Uttarakhand)",3/1/2024,9/1/2025,936.12,348.8,50.11,37.2602,717.5,-218.62,-23.3538,0,3/1/2027,546,17.94,1
618929,4L of Moradabad western side spur connecting NH-734 & NH-24 from Km. 0.000 to Km. 33.200 Pkg-I (National Highways Authority of India [NHAI]) (618929) (-) (10673),Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,9/1/2023,9/1/2025,1841.92,996,79.96,54.074,1843.54,1.62,0.088,1,10/1/2026,395,12.98,1
618930,4L PS from Ch. 94.030 in Jabugam Village to Ch. 132.320 in Dhamasiya Village of NH-56 Pkg-III (National Highways Authority of India [NHAI]) (618930) (-) (10674),Ministry of Road Transport & Highways,Roads & Highways,Gujarat,11/1/2025,11/1/2027,1188.46,99.47,17.19,8.3697,898,-290.46,-24.44,0,11/1/2027,0,0,0
618931,4L PS from Ch. 179.780 in Bitada/Movi Village to Ch. 208.900 in Nasarpore Village of NH-56 Pkg-V (National Highways Authority of India [NHAI]) (618931) (-) (10675),Ministry of Road Transport & Highways,Roads & Highways,Gujarat,11/1/2025,11/1/2027,764.02,25.88,4.63,3.3873,566.96,-197.06,-25.7925,0,11/1/2027,0,0,0
618932,Construction of 6 lane Indore western bypass from km 0000 to Km 34000 Pkg -l in the State of Madhya Pradesh on Hybrid Annuity Mode under NHO (National Highways Authority of India [NHAI]) (618932) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,1/1/2026,12/1/2027,1534.7,313.15,19.78,20.4046,1472.68,-62.02,-4.0412,0,12/1/2027,0,0,0
618933,Construction of 6 lane Indore western bypass from km 34000 to Km 64000 Pkg-II in the state of Madhya Pradesh on Hybrid Annuity Mode under NHO (National Highways Authority of India [NHAI]) (618933) (-) (11878),Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,3/1/2026,3/1/2028,1430.56,8.62,0,0.6026,1430.56,0,0,0,,,,
618934,Guwahati Ring Road in the State of Assam (National Highways Authority of India [NHAI]) (618934),Ministry of Road Transport & Highways,Roads & Highways,Assam,1/1/2026,1/1/2030,5729.47,3.49,0,0.0609,5729.47,0,0,0,1/1/2030,0,0,0
618935,4L Ambala - Kalaamb from Km. -0.800 to Km. 33.015 of old NH-72 (National Highways Authority of India [NHAI]) (618935) (N24002044) (10676),Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Haryana, Punjab)",6/1/2023,6/1/2025,1183.7,452.48,100,38.2259,1190.34,6.64,0.561,1,5/1/2026,334,10.97,1
618936,Jagadhari - Tajewala from Km -0.175 to 32.337 km of NH-344 (National Highways Authority of India [NHAI]) (618936) (N24001635) (10677),Ministry of Road Transport & Highways,Roads & Highways,Haryana,2/1/2023,2/1/2025,1269.5,679.52,64.7,53.5266,919.43,-350.07,-27.5754,0,3/1/2027,758,24.9,1
618937,4L of Nagpur-Katol Section from Km. 13.00 to Km. 62.900 of NH-353J (National Highways Authority of India [NHAI]) (618937) (N24001799) (10678),Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,10/1/2021,10/1/2023,1166.96,979.65,81.54,83.9489,1432.82,265.86,22.7823,1,10/1/2026,1096,36.01,1
618938,4L of Rajura-Korpana-Adilabad Road upto M.S. Border from km 32.910 to km 89.090 of NH-353B (National Highways Authority of India [NHAI]) (618938) (N24001796) (10679),Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Maharashtra, Telangana)",10/1/2022,10/1/2024,1013.33,630.06,100,62.1772,1274.63,261.3,25.7863,1,5/1/2026,577,18.96,1
618939,Construction of Standalone Flyover cum ROB from Design Ch.66.600 to Design Ch.68.800 in Gadchandur Town on NH-353B (National Highways Authority of India [NHAI]) (618939) (-) (-),Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,7/1/2025,7/1/2027,191.31,28.32,34.05,14.8032,107.76,-83.55,-43.6726,0,7/1/2027,0,0,0
618941,4L of Bamni - Rajura - Warur - Devada upto M.S. Border of NH - 930D from km 19.000 to km 51.985 (National Highways Authority of India [NHAI]) (618941) (-) (10680),Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Maharashtra, Telangana)",3/1/2024,3/1/2026,968.05,600.11,70.02,61.9916,1187.19,219.14,22.6373,1,12/1/2026,275,9.03,1
618942,Balance work of 2L PS from Km 30.800 to Km 70.800 and 2L with Rigid Carriageway from Km 70.800 to km 84.120 of Khanapur- KA/GOA Border section of NH-4A (National Highways Authority of India [NHAI]) (618942) (N24001677) (-),Ministry of Road Transport & Highways,Roads & Highways,"Multi-States (Goa, Karnataka)",11/1/2022,5/1/2024,226.76,110.23,82.45,48.6109,149.44,-77.32,-34.0977,0,3/1/2027,1034,33.97,1
